DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB01603,Meticillin,SmallMoleculeDrug,Q7CRA4,Penicillin-binding protein 1b
DB01603,Meticillin,SmallMoleculeDrug,P0A3M6,Penicillin-binding protein 2B
DB01603,Meticillin,SmallMoleculeDrug,Q75Y35,Penicillin-binding protein 3
DB01603,Meticillin,SmallMoleculeDrug,Q8DR59,Penicillin-binding protein 1A
DB01604,Pivampicillin,SmallMoleculeDrug,Q8XJ01,Penicillin-binding protein 1A
DB01605,Pivmecillinam,SmallMoleculeDrug,Q8XJ01,Penicillin-binding protein 1A
DB01606,Tazobactam,SmallMoleculeDrug,P62594,Beta-lactamase TEM
DB01606,Tazobactam,SmallMoleculeDrug,P18251,Beta-lactamase Ohio-1
DB01606,Tazobactam,SmallMoleculeDrug,P0AD63,Beta-lactamase SHV-1
DB01607,Ticarcillin,SmallMoleculeDrug,C1KC03,Penicillin binding protein 2a
DB01608,Periciazine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB01608,Periciazine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB01608,Periciazine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB01608,Periciazine,SmallMoleculeDrug,P10275,Androgen receptor
DB01611,Hydroxychloroquine,SmallMoleculeDrug,Q9NYK1,Toll-like receptor 7
DB01611,Hydroxychloroquine,SmallMoleculeDrug,Q9NR96,Toll-like receptor 9
DB01611,Hydroxychloroquine,SmallMoleculeDrug,Q9BYF1,Angiotensin-converting enzyme 2
DB01612,Amyl Nitrite,SmallMoleculeDrug,P16066,Atrial natriuretic peptide receptor 1
DB01613,Erythrityl tetranitrate,SmallMoleculeDrug,P16066,Atrial natriuretic peptide receptor 1
DB01613,Erythrityl tetranitrate,SmallMoleculeDrug,P20594,Atrial natriuretic peptide receptor 2
DB01616,Alverine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB01618,Molindone,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB01618,Molindone,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB01618,Molindone,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB01618,Molindone,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB01619,Phenindamine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01620,Pheniramine,SmallMoleculeDrug,Q9H3N8,Histamine H4 receptor
DB01620,Pheniramine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01620,Pheniramine,SmallMoleculeDrug,Q14994,Nuclear receptor subfamily 1 group I member 3
DB01621,Pipotiazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB01621,Pipotiazine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB01621,Pipotiazine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB01621,Pipotiazine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB01623,Thiothixene,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB01623,Thiothixene,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB01623,Thiothixene,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB01624,Zuclopenthixol,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB01624,Zuclopenthixol,SmallMoleculeDrug,P21918,D(1B) dopamine receptor
DB01624,Zuclopenthixol,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB01624,Zuclopenthixol,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB01624,Zuclopenthixol,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB01624,Zuclopenthixol,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB01624,Zuclopenthixol,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01625,Isopropamide,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB01625,Isopropamide,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4
DB01626,Pargyline,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB01626,Pargyline,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB01628,Etoricoxib,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SmallMoleculeDrug,P00492,Hypoxanthine-guanine phosphoribosyltransferase
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SmallMoleculeDrug,P08870,Orotate phosphoribosyltransferase
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SmallMoleculeDrug,Q9NWZ5,Uridine-cytidine kinase-like 1
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SmallMoleculeDrug,Q27796,Hypoxanthine-guanine phosphoribosyltransferase
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SmallMoleculeDrug,P07741,Adenine phosphoribosyltransferase
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SmallMoleculeDrug,Q8VP84,Anthranilate phosphoribosyltransferase
DB01656,Roflumilast,SmallMoleculeDrug,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
DB01656,Roflumilast,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB01656,Roflumilast,SmallMoleculeDrug,Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
DB01656,Roflumilast,SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
DB01698,Rutin,SmallMoleculeDrug,P16152,Carbonyl reductase [NADPH] 1
DB01698,Rutin,SmallMoleculeDrug,P42330,Aldo-keto reductase family 1 member C3
DB01708,Prasterone,SmallMoleculeDrug,P03372,Estrogen receptor
DB01708,Prasterone,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB01708,Prasterone,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB01708,Prasterone,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB01708,Prasterone,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB01708,Prasterone,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB01708,Prasterone,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB01708,Prasterone,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB01708,Prasterone,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB01708,Prasterone,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB01708,Prasterone,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB01708,Prasterone,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB01708,Prasterone,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB01708,Prasterone,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB01708,Prasterone,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB01708,Prasterone,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB01708,Prasterone,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB01708,Prasterone,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB01708,Prasterone,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1"
DB01708,Prasterone,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
DB01708,Prasterone,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
DB01708,Prasterone,SmallMoleculeDrug,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
DB01708,Prasterone,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D"
DB01708,Prasterone,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
DB01708,Prasterone,SmallMoleculeDrug,O60391,"Glutamate receptor ionotropic, NMDA 3B"
DB01708,Prasterone,SmallMoleculeDrug,P10275,Androgen receptor
DB01708,Prasterone,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha
DB01708,Prasterone,SmallMoleculeDrug,Q99720,Sigma non-opioid intracellular receptor 1
DB01708,Prasterone,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2
DB01708,Prasterone,SmallMoleculeDrug,Q14994,Nuclear receptor subfamily 1 group I member 3
DB01718,Cetrimonium,SmallMoleculeDrug,P9WPB7,Cyclopropane mycolic acid synthase 1
DB01718,Cetrimonium,SmallMoleculeDrug,Q79FX6,Cyclopropane mycolic acid synthase MmaA2
DB01744,Camphor,SmallMoleculeDrug,Q8NER1,Transient receptor potential cation channel subfamily V member 1
DB01744,Camphor,SmallMoleculeDrug,Q8NET8,Transient receptor potential cation channel subfamily V member 3
DB01744,Camphor,SmallMoleculeDrug,O75762,Transient receptor potential cation channel subfamily A member 1
DB01744,Camphor,SmallMoleculeDrug,Q7Z2W7,Transient receptor potential cation channel subfamily M member 8
DB01744,Camphor,SmallMoleculeDrug,P00183,Camphor 5-monooxygenase
DB01764,Dalfopristin,SmallMoleculeDrug,P50870,Streptogramin A acetyltransferase
DB01783,Pantothenic acid,SmallMoleculeDrug,P0A6I3,Pantothenate kinase
DB01839,Propylene glycol,SmallMoleculeDrug,Q8GEZ8,B12-independent glycerol dehydratase
DB01956,Taurine,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
DB01956,Taurine,SmallMoleculeDrug,P23416,Glycine receptor subunit alpha-2
DB01956,Taurine,SmallMoleculeDrug,O75311,Glycine receptor subunit alpha-3
DB01956,Taurine,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB01956,Taurine,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB01956,Taurine,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB01956,Taurine,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB01956,Taurine,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB01956,Taurine,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB01956,Taurine,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB01956,Taurine,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB01956,Taurine,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB01956,Taurine,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB01956,Taurine,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB01956,Taurine,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB01956,Taurine,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB01956,Taurine,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB01956,Taurine,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB01956,Taurine,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB01956,Taurine,SmallMoleculeDrug,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1
DB01956,Taurine,SmallMoleculeDrug,P23415,Glycine receptor subunit alpha-1
DB01956,Taurine,SmallMoleculeDrug,P37610,Alpha-ketoglutarate-dependent taurine dioxygenase
DB01956,Taurine,SmallMoleculeDrug,P54965,Choloylglycine hydrolase
DB01987,Cocarboxylase,SmallMoleculeDrug,P27696,"Acetolactate synthase, catabolic"
DB01987,Cocarboxylase,SmallMoleculeDrug,P0AFG8,Pyruvate dehydrogenase E1 component
DB01987,Cocarboxylase,SmallMoleculeDrug,P94692,Pyruvate synthase
DB01987,Cocarboxylase,SmallMoleculeDrug,P23234,Indole-3-pyruvate decarboxylase
DB01987,Cocarboxylase,SmallMoleculeDrug,Q9LCV9,N(2)-(2-carboxyethyl)arginine synthase
DB01987,Cocarboxylase,SmallMoleculeDrug,P27302,Transketolase 1
DB02266,Flufenamic acid,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB02266,Flufenamic acid,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB02266,Flufenamic acid,SmallMoleculeDrug,P42330,Aldo-keto reductase family 1 member C3
DB02266,Flufenamic acid,SmallMoleculeDrug,P10275,Androgen receptor
DB02266,Flufenamic acid,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha
DB02266,Flufenamic acid,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB02300,Calcipotriol,SmallMoleculeDrug,P11473,Vitamin D3 receptor
DB02362,Aminobenzoic acid,SmallMoleculeDrug,P00438,p-hydroxybenzoate hydroxylase
DB02362,Aminobenzoic acid,SmallMoleculeDrug,P20586,p-hydroxybenzoate hydroxylase
DB02530,gamma-Aminobutyric acid,SmallMoleculeDrug,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1
DB02530,gamma-Aminobutyric acid,SmallMoleculeDrug,O75899,Gamma-aminobutyric acid type B receptor subunit 2
DB02530,gamma-Aminobutyric acid,SmallMoleculeDrug,P50440,"Glycine amidinotransferase, mitochondrial"
DB02546,Vorinostat,SmallMoleculeDrug,Q13547,Histone deacetylase 1
DB02546,Vorinostat,SmallMoleculeDrug,Q92769,Histone deacetylase 2
DB02546,Vorinostat,SmallMoleculeDrug,O15379,Histone deacetylase 3
DB02546,Vorinostat,SmallMoleculeDrug,Q9UBN7,Histone deacetylase 6
DB02546,Vorinostat,SmallMoleculeDrug,Q9BY41,Histone deacetylase 8
DB02546,Vorinostat,SmallMoleculeDrug,O67135,Acetoin utilization protein
DB02546,Vorinostat,SmallMoleculeDrug,Q13547,Histone deacetylase 1
DB02546,Vorinostat,SmallMoleculeDrug,Q969S8,Histone deacetylase 10
DB02546,Vorinostat,SmallMoleculeDrug,Q96DB2,Histone deacetylase 11
DB02546,Vorinostat,SmallMoleculeDrug,Q92769,Histone deacetylase 2
DB02546,Vorinostat,SmallMoleculeDrug,O15379,Histone deacetylase 3
DB02546,Vorinostat,SmallMoleculeDrug,P56524,Histone deacetylase 4
DB02546,Vorinostat,SmallMoleculeDrug,Q9UQL6,Histone deacetylase 5
DB02546,Vorinostat,SmallMoleculeDrug,Q9UBN7,Histone deacetylase 6
DB02546,Vorinostat,SmallMoleculeDrug,Q8WUI4,Histone deacetylase 7
DB02546,Vorinostat,SmallMoleculeDrug,Q9BY41,Histone deacetylase 8
DB02546,Vorinostat,SmallMoleculeDrug,Q9UKV0,Histone deacetylase 9
DB02638,Terlipressin,BiotechDrug,P37288,Vasopressin V1a receptor
DB02638,Terlipressin,BiotechDrug,P47901,Vasopressin V1b receptor
DB02638,Terlipressin,BiotechDrug,P30518,Vasopressin V2 receptor
DB02659,Cholic Acid,SmallMoleculeDrug,P00326,Alcohol dehydrogenase 1C
DB02659,Cholic Acid,SmallMoleculeDrug,P62508,Estrogen-related receptor gamma
DB02659,Cholic Acid,SmallMoleculeDrug,P51161,Gastrotropin
DB02659,Cholic Acid,SmallMoleculeDrug,P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,P00395,Cytochrome c oxidase subunit 1
DB02659,Cholic Acid,SmallMoleculeDrug,P00403,Cytochrome c oxidase subunit 2
DB02659,Cholic Acid,SmallMoleculeDrug,P00414,Cytochrome c oxidase subunit 3
DB02659,Cholic Acid,SmallMoleculeDrug,P20674,"Cytochrome c oxidase subunit 5A, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,P10606,"Cytochrome c oxidase subunit 5B, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,P09669,Cytochrome c oxidase subunit 6C
DB02659,Cholic Acid,SmallMoleculeDrug,P24311,"Cytochrome c oxidase subunit 7B, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,P15954,"Cytochrome c oxidase subunit 7C, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,P10176,"Cytochrome c oxidase subunit 8A, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,Q02221,"Cytochrome c oxidase subunit 6A2, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,P14854,Cytochrome c oxidase subunit 6B1
DB02659,Cholic Acid,SmallMoleculeDrug,P24310,"Cytochrome c oxidase subunit 7A1, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,P04054,Phospholipase A2
DB02659,Cholic Acid,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB02659,Cholic Acid,SmallMoleculeDrug,P54965,Choloylglycine hydrolase
DB02659,Cholic Acid,SmallMoleculeDrug,Q96RI1,Bile acid receptor
DB02659,Cholic Acid,SmallMoleculeDrug,Q8TDU6,G-protein coupled bile acid receptor 1
DB02659,Cholic Acid,SmallMoleculeDrug,P22830,"Ferrochelatase, mitochondrial"
DB02701,Nicotinamide,SmallMoleculeDrug,Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2
DB02701,Nicotinamide,SmallMoleculeDrug,P11439,Exotoxin A
DB02701,Nicotinamide,SmallMoleculeDrug,Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
DB02701,Nicotinamide,SmallMoleculeDrug,P00338,L-lactate dehydrogenase A chain
DB02701,Nicotinamide,SmallMoleculeDrug,P09874,Poly [ADP-ribose] polymerase 1
DB02703,Fusidic acid,SmallMoleculeDrug,P13551,Elongation factor G
DB02703,Fusidic acid,SmallMoleculeDrug,P62580,Chloramphenicol acetyltransferase
DB02703,Fusidic acid,SmallMoleculeDrug,P00484,Chloramphenicol acetyltransferase 3
DB02772,Sucrose,SmallMoleculeDrug,Q8TE23,Taste receptor type 1 member 2
DB02772,Sucrose,SmallMoleculeDrug,P00811,Beta-lactamase
DB02772,Sucrose,SmallMoleculeDrug,P61626,Lysozyme C
DB02772,Sucrose,SmallMoleculeDrug,P68133,"Actin, alpha skeletal muscle"
DB02772,Sucrose,SmallMoleculeDrug,Q59976,Beta-glucosidase
DB02772,Sucrose,SmallMoleculeDrug,Q9ZEU2,Amylosucrase
DB02772,Sucrose,SmallMoleculeDrug,Q9L5C8,Beta-lactamase
DB02772,Sucrose,SmallMoleculeDrug,Q939N4,Beta-lactamase
DB02772,Sucrose,SmallMoleculeDrug,Q9L5C7,Beta-lactamase
DB02772,Sucrose,SmallMoleculeDrug,Q840M4,Beta-lactamase
DB02772,Sucrose,SmallMoleculeDrug,P71119,Heme oxygenase
DB02772,Sucrose,SmallMoleculeDrug,O00244,Copper transport protein ATOX1
DB02772,Sucrose,SmallMoleculeDrug,Q9Y3I0,tRNA-splicing ligase RtcB homolog
DB02772,Sucrose,SmallMoleculeDrug,P83689,Orange carotenoid-binding protein
DB02772,Sucrose,SmallMoleculeDrug,P22340,Sucrose porin
DB02772,Sucrose,SmallMoleculeDrug,P05655,Levansucrase
DB02789,Pregnenolone,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2
DB02789,Pregnenolone,SmallMoleculeDrug,O00204,Sulfotransferase family cytosolic 2B member 1
DB02893,D-Methionine,SmallMoleculeDrug,P50579,Methionine aminopeptidase 2
DB02893,D-Methionine,SmallMoleculeDrug,Q9KQN0,"Transcriptional regulator, HTH_3 family"
DB02925,Piretanide,SmallMoleculeDrug,Q13621,Solute carrier family 12 member 1
DB02959,Oxitriptan,SmallMoleculeDrug,Q9RVD6,Tryptophan--tRNA ligase 2
DB03017,Lauric acid,SmallMoleculeDrug,Q82122,Genome polyprotein
DB03017,Lauric acid,SmallMoleculeDrug,P23008,Genome polyprotein
DB03017,Lauric acid,SmallMoleculeDrug,P04936,Genome polyprotein
DB03017,Lauric acid,SmallMoleculeDrug,P41235,Hepatocyte nuclear factor 4-alpha
DB03017,Lauric acid,SmallMoleculeDrug,P14555,"Phospholipase A2, membrane associated"
DB03017,Lauric acid,SmallMoleculeDrug,P98155,Very low-density lipoprotein receptor
DB03017,Lauric acid,SmallMoleculeDrug,Q9NZD2,Glycolipid transfer protein
DB03017,Lauric acid,SmallMoleculeDrug,P0AAI5,3-oxoacyl-[acyl-carrier-protein] synthase 2
DB03017,Lauric acid,SmallMoleculeDrug,P02788,Lactotransferrin
DB03017,Lauric acid,SmallMoleculeDrug,P02929,Protein TonB
DB03017,Lauric acid,SmallMoleculeDrug,P07360,Complement component C8 gamma chain
DB03017,Lauric acid,SmallMoleculeDrug,Q9UNK4,Group IID secretory phospholipase A2
DB03017,Lauric acid,SmallMoleculeDrug,Q9I194,Acyl-homoserine lactone acylase PvdQ
DB03017,Lauric acid,SmallMoleculeDrug,Q9Y6Y9,Lymphocyte antigen 96
DB03017,Lauric acid,SmallMoleculeDrug,O00206,Toll-like receptor 4
DB03017,Lauric acid,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha
DB03017,Lauric acid,SmallMoleculeDrug,P06971,Ferrichrome-iron receptor
DB03017,Lauric acid,SmallMoleculeDrug,P17900,Ganglioside GM2 activator
DB03017,Lauric acid,SmallMoleculeDrug,P11766,Alcohol dehydrogenase class-3
DB03017,Lauric acid,SmallMoleculeDrug,P9WNG3,3-oxoacyl-[acyl-carrier-protein] synthase 3
DB03017,Lauric acid,SmallMoleculeDrug,P0A953,3-oxoacyl-[acyl-carrier-protein] synthase 1
DB03085,Glycolic acid,SmallMoleculeDrug,P11413,Glucose-6-phosphate 1-dehydrogenase
DB03088,Pidolic acid,SmallMoleculeDrug,P19961,Alpha-amylase 2B
DB03088,Pidolic acid,SmallMoleculeDrug,P15692,Vascular endothelial growth factor A
DB03088,Pidolic acid,SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
DB03088,Pidolic acid,SmallMoleculeDrug,P0CG04,Ig lambda-1 chain C regions
DB03088,Pidolic acid,SmallMoleculeDrug,P01709,Ig lambda chain V-II region MGC
DB03088,Pidolic acid,SmallMoleculeDrug,Q03403,Trefoil factor 2
DB03088,Pidolic acid,SmallMoleculeDrug,P00091,Cytochrome c2
DB03088,Pidolic acid,SmallMoleculeDrug,Q9UKQ2,Disintegrin and metalloproteinase domain-containing protein 28
DB03088,Pidolic acid,SmallMoleculeDrug,Q7SIE2,"Endo-1,4-beta-xylanase"
DB03088,Pidolic acid,SmallMoleculeDrug,O68601,Copper-containing nitrite reductase
DB03088,Pidolic acid,SmallMoleculeDrug,Q701N4,Keratin-associated protein 5-2
DB03088,Pidolic acid,SmallMoleculeDrug,O43612,Orexin
DB03088,Pidolic acid,SmallMoleculeDrug,P80075,C-C motif chemokine 8
DB03088,Pidolic acid,SmallMoleculeDrug,P00138,Cytochrome c'
DB03128,Acetylcholine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB03128,Acetylcholine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB03128,Acetylcholine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB03128,Acetylcholine,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4
DB03128,Acetylcholine,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P20586,p-hydroxybenzoate hydroxylase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P29475,"Nitric oxide synthase, brain"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P15559,NAD(P)H dehydrogenase [quinone] 1
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P00438,p-hydroxybenzoate hydroxylase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P83223,Fumarate reductase flavoprotein subunit
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q86YB8,ERO1-like protein beta
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P00390,"Glutathione reductase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P9WIQ3,NADPH-ferredoxin reductase FprA
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P00387,NADH-cytochrome b5 reductase 3
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P12676,Cholesterol oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9WYT0,Thymidylate synthase ThyX
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P37063,Pyruvate oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P06715,Glutathione reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P40859,Monomeric sarcosine oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P28593,Trypanothione reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P22637,Cholesterol oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q12882,Dihydropyrimidine dehydrogenase [NADP(+)]
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P06149,D-lactate dehydrogenase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q16881,"Thioredoxin reductase 1, cytoplasmic"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9UKU7,"Isobutyryl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,O95831,"Apoptosis-inducing factor 1, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P37747,UDP-galactopyranose mutase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P39662,Flavohemoprotein
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,O31616,Glycine oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P16435,NADPH--cytochrome P450 reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q92947,"Glutaryl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P14920,D-amino-acid oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P09546,Bifunctional protein PutA
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P61497,Deoxyribodipyrimidine photo-lyase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P16219,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q96RQ9,L-amino-acid oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P42593,"2,4-dienoyl-CoA reductase [NADPH]"
